millis,esp2,esp3,esp4,esp5
670.6084337,,,0.605046503,
673.0120482,,,0.603980655,
675.4156627,,,0.607178199,
677.8192771,,,0.606467634,
680.2228916,,,0.603980655,
682.626506,,,0.605757068,
685.0301205,,,0.60469122,
687.4337349,,,0.606467634,
689.8373494,,,0.606467634,
692.2409639,,,0.606822917,
694.6445783,,,0.603980655,
697.0481928,,,0.605046503,
699.4518072,,,0.607178199,
701.8554217,,,0.606112351,
704.2590361,,,0.60469122,
706.6626506,,,0.606467634,
709.0662651,,,0.60469122,
711.4698795,,,0.603625372,
713.873494,,,0.606112351,
716.2771084,,,0.606467634,
718.6807229,,,0.606112351,
721.0843373,,,0.606112351,
723.4879518,,,0.606112351,
725.8915663,,,0.605757068,
728.2951807,,,0.606112351,
730.6987952,,,0.607178199,
733.1024096,,,0.605046503,
735.5060241,,,0.606112351,
737.9096386,,,0.604335938,
740.313253,,,0.606112351,
742.7168675,,,0.606112351,
745.1204819,,,0.606112351,
747.5240964,,,0.607178199,
749.9277108,,,0.606112351,
752.3313253,,,0.607178199,
754.7349398,,,0.605046503,
757.1385542,,,0.607533482,
759.5421687,,,0.605046503,
761.9457831,,,0.605757068,
764.3493976,,,0.607178199,
766.753012,,,0.606112351,
769.1566265,,,0.604335938,
771.560241,,,0.604335938,
773.9638554,,,0.606467634,
776.3674699,,,0.607888765,
778.7710843,,,0.607178199,
781.1746988,,,0.605046503,
783.5783133,,,0.60469122,
785.9819277,,,0.606112351,
788.3855422,,,0.606467634,
790.7891566,,,0.605046503,
793.1927711,,,0.605046503,
795.5963855,,,0.605046503,
421,0.646259301,,,
421.2650602,0.597230283,,,
421.5301205,0.557438616,,,
421.7951807,0.556372768,,,
422.060241,0.562057292,,,
422.3253012,0.55921503,,,
422.5903614,0.560991443,,,
422.8554217,0.559570312,,,
423.1204819,0.560280878,,,
423.3855422,0.559570312,,,
423.6506024,0.586927083,,,
423.9156627,0.569518229,,,
424.1807229,0.638087798,,,
424.4457831,0.585505952,,,
424.7108434,0.560991443,,,
424.9759036,0.562057292,,,
425.2409639,0.562767857,,,
425.5060241,0.561702009,,,
425.7710843,0.561702009,,,
426.0361446,0.561702009,,,
426.3012048,0.562767857,,,
426.5662651,0.562412574,,,
426.8313253,0.635956101,,,
427.0963855,0.64235119,,,
427.3614458,0.643772321,,,
427.626506,0.64483817,,,
427.8915663,0.64483817,,,
428.1566265,0.645904018,,,
428.4216867,0.645548735,,,
428.686747,0.646969866,,,
428.9518072,0.643772321,,,
429.2168675,0.645548735,,,
429.4819277,0.646259301,,,
429.746988,0.645904018,,,
430.0120482,0.646259301,,,
430.2771084,0.645904018,,,
430.5421687,0.644127604,,,
430.8072289,0.645193452,,,
431.0722892,0.645904018,,,
431.3373494,0.64483817,,,
431.6024096,0.644482887,,,
431.8674699,0.64483817,,,
432.1325301,0.64483817,,,
432.3975904,0.645548735,,,
432.6626506,0.646614583,,,
432.9277108,0.645548735,,,
433.1927711,0.64483817,,,
433.4578313,0.645904018,,,
433.7228916,0.646259301,,,
433.9879518,0.645904018,,,
434.253012,0.646969866,,,
434.5180723,0.645548735,,,
434.7831325,0.646259301,,,
435.0481928,0.646259301,,,
435.313253,0.646614583,,,
435.5783133,0.646259301,,,
435.8433735,0.645904018,,,
436.1084337,0.646259301,,,
436.373494,0.646614583,,,
436.6385542,0.645904018,,,
436.9036145,0.64483817,,,
437.1686747,0.645548735,,,
437.4337349,0.645548735,,,
437.6987952,0.646259301,,,
437.9638554,0.645193452,,,
438.2289157,0.646259301,,,
438.4939759,0.645548735,,,
438.7590361,0.645904018,,,
439.0240964,0.647325149,,,
439.2891566,0.646259301,,,
439.5542169,0.646614583,,,
439.8192771,0.646614583,,,
440.0843373,0.645548735,,,
440.3493976,0.645904018,,,
440.6144578,0.646259301,,,
440.8795181,0.646969866,,,
441.1445783,0.646259301,,,
441.4096386,0.647325149,,,
441.6746988,0.646969866,,,
441.939759,0.646259301,,,
442.2048193,0.645904018,,,
442.4698795,0.646969866,,,
442.7349398,0.645904018,,,
443,0.646259301,,,
443.2650602,0.64483817,,,
443.5301205,0.645548735,,,
443.7951807,0.64483817,,,
444.060241,0.646259301,,,
444.3253012,0.646259301,,,
444.5903614,0.646259301,,,
444.8554217,0.645904018,,,
445.1204819,0.645904018,,,
445.3855422,0.646259301,,,
445.6506024,0.647325149,,,
445.9156627,0.645904018,,,
446.1807229,0.646259301,,,
446.4457831,0.644127604,,,
446.7108434,0.646969866,,,
446.9759036,0.645548735,,,
447.2409639,0.646259301,,,
447.5060241,0.647325149,,,
447.7710843,0.646259301,,,
448.0361446,0.646969866,,,
448.3012048,0.646259301,,,
448.5662651,0.645548735,,,
448.8313253,0.646259301,,,
449.0963855,0.646259301,,,
449.3614458,0.646614583,,,
449.626506,0.646259301,,,
449.8915663,0.646614583,,,
450.1566265,0.646259301,,,
450.4216867,0.645904018,,,
450.686747,0.645904018,,,
450.9518072,0.647325149,,,
451.2168675,0.646969866,,,
451.4819277,0.646259301,,,
451.746988,0.647325149,,,
452.0120482,0.646259301,,,
452.2771084,0.645904018,,,
452.5421687,0.646259301,,,
452.8072289,0.646259301,,,
453.0722892,0.645904018,,,
453.3373494,0.646614583,,,
453.6024096,0.645904018,,,
453.8674699,0.646969866,,,
454.1325301,0.645548735,,,
454.3975904,0.646614583,,,
454.6626506,0.64483817,,,
454.9277108,0.645904018,,,
455.1927711,0.64483817,,,
455.4578313,0.645548735,,,
455.7228916,0.645904018,,,
455.9879518,0.645904018,,,
456.253012,0.646259301,,,
456.5180723,0.646259301,,,
456.7831325,0.646614583,,,
457.0481928,0.645548735,,,
457.313253,0.646969866,,,
457.5783133,0.645548735,,,
457.8433735,0.64483817,,,
458.1084337,0.645548735,,,
458.373494,0.645904018,,,
458.6385542,0.645904018,,,
458.9036145,0.646614583,,,
459.1686747,0.646259301,,,
459.4337349,0.64483817,,,
459.6987952,0.645904018,,,
459.9638554,0.645904018,,,
460.2289157,0.646259301,,,
460.4939759,0.646969866,,,
460.7590361,0.646259301,,,
461.0240964,0.646614583,,,
461.2891566,0.646259301,,,
461.5542169,0.645548735,,,
461.8192771,0.646259301,,,
462.0843373,0.646969866,,,
462.3493976,0.644482887,,,
462.6144578,0.64483817,,,
462.8795181,0.645904018,,,
463.1445783,0.64483817,,,
463.4096386,0.646259301,,,
463.6746988,0.645904018,,,
463.939759,0.645548735,,,
464.2048193,0.645548735,,,
464.4698795,0.646969866,,,
464.7349398,0.645548735,,,
445,,,0.603980655,
445.2771084,,,0.60469122,
445.5542169,,,0.603980655,
445.8313253,,,0.605757068,
446.1084337,,,0.604335938,
446.3855422,,,0.604335938,
446.6626506,,,0.605046503,
446.939759,,,0.60469122,
447.2168675,,,0.60469122,
447.4939759,,,0.604335938,
447.7710843,,,0.606467634,
448.0481928,,,0.606112351,
448.3253012,,,0.606112351,
448.6024096,,,0.603625372,
448.8795181,,,0.605757068,
449.1566265,,,0.606112351,
449.4337349,,,0.605757068,
449.7108434,,,0.605046503,
449.9879518,,,0.606112351,
450.2650602,,,0.604335938,
450.5421687,,,0.60469122,
450.8192771,,,0.605046503,
451.0963855,,,0.605046503,
451.373494,,,0.606822917,
451.6506024,,,0.606112351,
451.9277108,,,0.605046503,
452.2048193,,,0.603980655,
452.4819277,,,0.605401786,
452.7590361,,,0.607888765,
453.0361446,,,0.606467634,
453.313253,,,0.605757068,
453.5903614,,,0.607178199,
453.8674699,,,0.606112351,
454.1445783,,,0.605757068,
454.4216867,,,0.605046503,
454.6987952,,,0.607178199,
454.9759036,,,0.606112351,
455.253012,,,0.605046503,
455.5301205,,,0.606467634,
455.8072289,,,0.605757068,
456.0843373,,,0.608244048,
456.3614458,,,0.605046503,
456.6385542,,,0.606822917,
456.9156627,,,0.605757068,
457.1927711,,,0.606467634,
457.4698795,,,0.607178199,
457.746988,,,0.605046503,
458.0240964,,,0.607888765,
458.3012048,,,0.607178199,
458.5783133,,,0.606467634,
458.8554217,,,0.607178199,
459.1325301,,,0.607533482,
459.4096386,,,0.605046503,
459.686747,,,0.606467634,
459.9638554,,,0.607178199,
460.2409639,,,0.60469122,
460.5180723,,,0.60469122,
460.7951807,,,0.605046503,
461.0722892,,,0.605046503,
461.3493976,,,0.606467634,
461.626506,,,0.606467634,
461.9036145,,,0.605757068,
462.1807229,,,0.60469122,
462.4578313,,,0.605757068,
462.7349398,,,0.606112351,
463.0120482,,,0.607888765,
463.2891566,,,0.607178199,
463.5662651,,,0.607178199,
463.8433735,,,0.605401786,
464.1204819,,,0.606112351,
464.3975904,,,0.606467634,
464.6746988,,,0.606467634,
464.9518072,,,0.605046503,
465.2289157,,,0.606822917,
465.5060241,,,0.605757068,
465.7831325,,,0.605046503,
466.060241,,,0.605401786,
466.3373494,,,0.606467634,
466.6144578,,,0.606467634,
466.8915663,,,0.606467634,
467.1686747,,,0.605757068,
467.4457831,,,0.606112351,
467.7228916,,,0.606467634,
468,,,0.606822917,
468.2771084,,,0.60469122,
468.5542169,,,0.605757068,
468.8313253,,,0.606112351,
469.1084337,,,0.605401786,
469.3855422,,,0.606467634,
469.6626506,,,0.605046503,
469.939759,,,0.607178199,
470.2168675,,,0.606467634,
470.4939759,,,0.605757068,
470.7710843,,,0.60469122,
471.0481928,,,0.606112351,
471.3253012,,,0.605046503,
471.6024096,,,0.605046503,
471.8795181,,,0.607533482,
472.1566265,,,0.605757068,
472.4337349,,,0.60469122,
472.7108434,,,0.605757068,
472.9879518,,,0.606467634,
473.2650602,,,0.607533482,
473.5421687,,,0.606112351,
473.8192771,,,0.606822917,
474.0963855,,,0.60469122,
474.373494,,,0.60469122,
474.6506024,,,0.606467634,
474.9277108,,,0.605046503,
475.2048193,,,0.605046503,
475.4819277,,,0.607533482,
475.7590361,,,0.606112351,
476.0361446,,,0.605401786,
476.313253,,,0.605401786,
476.5903614,,,0.605046503,
476.8674699,,,0.605757068,
477.1445783,,,0.606467634,
477.4216867,,,0.606467634,
477.6987952,,,0.606112351,
477.9759036,,,0.606467634,
478.253012,,,0.606467634,
478.5301205,,,0.60469122,
478.8072289,,,0.605046503,
479.0843373,,,0.605046503,
479.3614458,,,0.608244048,
479.6385542,,,0.605046503,
479.9156627,,,0.607178199,
480.1927711,,,0.60469122,
480.4698795,,,0.605757068,
480.746988,,,0.605757068,
481.0240964,,,0.607533482,
481.3012048,,,0.605757068,
481.5783133,,,0.60469122,
481.8554217,,,0.606467634,
482.1325301,,,0.607888765,
482.4096386,,,0.605046503,
482.686747,,,0.606112351,
482.9638554,,,0.606822917,
483.2409639,,,0.607533482,
483.5180723,,,0.603980655,
483.7951807,,,0.606112351,
484.0722892,,,0.60469122,
484.3493976,,,0.606112351,
484.626506,,,0.605757068,
484.9036145,,,0.60469122,
485.1807229,,,0.607178199,
485.4578313,,,0.606112351,
485.7349398,,,0.607178199,
486.0120482,,,0.60469122,
486.2891566,,,0.607178199,
486.5662651,,,0.604335938,
486.8433735,,,0.607533482,
487.1204819,,,0.607533482,
487.3975904,,,0.605757068,
487.6746988,,,0.606467634,
487.9518072,,,0.605046503,
488.2289157,,,0.606467634,
488.5060241,,,0.606467634,
488.7831325,,,0.606112351,
489.060241,,,0.606467634,
489.3373494,,,0.606112351,
489.6144578,,,0.605046503,
489.8915663,,,0.603625372,
490.1686747,,,0.607178199,
490.4457831,,,0.606467634,
490.7228916,,,0.60469122,
468,0.647325149,,,
468.2831325,0.619257813,,,
468.5662651,0.560280878,,,
468.8493976,0.55921503,,,
469.1325301,0.558149182,,,
469.4156627,0.556728051,,,
469.6987952,0.558859747,,,
469.9819277,0.55921503,,,
470.2650602,0.559925595,,,
470.5481928,0.559925595,,,
470.8313253,0.62671875,,,
471.1144578,0.63844308,,,
471.3975904,0.644482887,,,
471.6807229,0.644127604,,,
471.9638554,0.64483817,,,
472.246988,0.64483817,,,
472.5301205,0.64483817,,,
472.813253,0.643772321,,,
473.0963855,0.645548735,,,
473.3795181,0.64483817,,,
473.6626506,0.646259301,,,
473.9457831,0.64483817,,,
474.2289157,0.64483817,,,
474.5120482,0.644127604,,,
474.7951807,0.646614583,,,
475.0783133,0.645548735,,,
475.3614458,0.644127604,,,
475.6445783,0.646259301,,,
475.9277108,0.64483817,,,
476.2108434,0.64483817,,,
476.4939759,0.645904018,,,
476.7771084,0.646259301,,,
477.060241,0.64483817,,,
477.3433735,0.645548735,,,
477.626506,0.645904018,,,
477.9096386,0.646969866,,,
478.1927711,0.645548735,,,
478.4759036,0.645904018,,,
478.7590361,0.645548735,,,
479.0421687,0.645904018,,,
479.3253012,0.646259301,,,
479.6084337,0.647325149,,,
479.8915663,0.646259301,,,
480.1746988,0.646259301,,,
480.4578313,0.64483817,,,
480.7409639,0.645904018,,,
481.0240964,0.646259301,,,
481.3072289,0.645548735,,,
481.5903614,0.646259301,,,
481.873494,0.646614583,,,
482.1566265,0.646259301,,,
482.439759,0.646614583,,,
482.7228916,0.645548735,,,
483.0060241,0.646614583,,,
483.2891566,0.646259301,,,
483.5722892,0.646969866,,,
483.8554217,0.646614583,,,
484.1385542,0.645904018,,,
484.4216867,0.647325149,,,
484.7048193,0.644482887,,,
484.9879518,0.64483817,,,
485.2710843,0.647325149,,,
485.5542169,0.646259301,,,
485.8373494,0.646259301,,,
486.1204819,0.647325149,,,
486.4036145,0.645904018,,,
486.686747,0.64483817,,,
486.9698795,0.64483817,,,
487.253012,0.645904018,,,
487.5361446,0.646614583,,,
487.8192771,0.645904018,,,
488.1024096,0.645904018,,,
488.3855422,0.645904018,,,
488.6686747,0.647325149,,,
488.9518072,0.646259301,,,
489.2349398,0.645548735,,,
489.5180723,0.645904018,,,
489.8012048,0.645548735,,,
490.0843373,0.645904018,,,
490.3674699,0.64483817,,,
490.6506024,0.646969866,,,
490.9337349,0.645548735,,,
491.2168675,0.646259301,,,
491.5,0.64483817,,,
491.7831325,0.646259301,,,
492.0662651,0.647325149,,,
492.3493976,0.645548735,,,
492.6325301,0.64483817,,,
492.9156627,0.64483817,,,
493.1987952,0.645193452,,,
493.4819277,0.645904018,,,
493.7650602,0.646259301,,,
494.0481928,0.646259301,,,
494.3313253,0.64483817,,,
494.6144578,0.646259301,,,
494.8975904,0.64483817,,,
495.1807229,0.646969866,,,
495.4638554,0.645548735,,,
495.746988,0.646259301,,,
496.0301205,0.645904018,,,
496.313253,0.64483817,,,
496.5963855,0.645904018,,,
496.8795181,0.64483817,,,
497.1626506,0.646259301,,,
497.4457831,0.646969866,,,
497.7289157,0.646969866,,,
498.0120482,0.646259301,,,
498.2951807,0.646259301,,,
498.5783133,0.645904018,,,
498.8614458,0.645548735,,,
499.1445783,0.645904018,,,
499.4277108,0.645548735,,,
499.7108434,0.645548735,,,
499.9939759,0.645904018,,,
500.2771084,0.645193452,,,
500.560241,0.647325149,,,
500.8433735,0.645904018,,,
501.126506,0.645548735,,,
501.4096386,0.644127604,,,
501.6927711,0.645548735,,,
501.9759036,0.647325149,,,
502.2590361,0.647325149,,,
502.5421687,0.645548735,,,
502.8253012,0.645904018,,,
503.1084337,0.646259301,,,
503.3915663,0.646259301,,,
503.6746988,0.646259301,,,
503.9578313,0.645548735,,,
504.2409639,0.645548735,,,
504.5240964,0.64483817,,,
504.8072289,0.645904018,,,
505.0903614,0.645548735,,,
505.373494,0.647325149,,,
505.6566265,0.646259301,,,
505.939759,0.645548735,,,
506.2228916,0.646259301,,,
506.5060241,0.645548735,,,
506.7891566,0.64483817,,,
507.0722892,0.646259301,,,
507.3554217,0.646259301,,,
507.6385542,0.645904018,,,
507.9216867,0.64483817,,,
508.2048193,0.646259301,,,
508.4879518,0.647680432,,,
508.7710843,0.647325149,,,
509.0542169,0.646259301,,,
509.3373494,0.646259301,,,
509.6204819,0.647680432,,,
509.9036145,0.644127604,,,
510.186747,0.645904018,,,
510.4698795,0.645548735,,,
510.753012,0.645548735,,,
511.0361446,0.646614583,,,
511.3192771,0.647680432,,,
511.6024096,0.645548735,,,
511.8855422,0.646259301,,,
512.1686747,0.646969866,,,
512.4518072,0.645548735,,,
512.7349398,0.64483817,,,
513.0180723,0.646969866,,,
513.3012048,0.645904018,,,
513.5843373,0.645548735,,,
513.8674699,0.645193452,,,
514.1506024,0.643417039,,,
514.4337349,0.64483817,,,
514.7168675,0.64483817,,,
493,,,0.605046503,
493.2891566,,,0.605046503,
493.5783133,,,0.606467634,
493.8674699,,,0.606467634,
494.1566265,,,0.606112351,
494.4457831,,,0.603980655,
494.7349398,,,0.60469122,
495.0240964,,,0.605046503,
495.313253,,,0.605757068,
495.6024096,,,0.605757068,
495.8915663,,,0.604335938,
496.1807229,,,0.60469122,
496.4698795,,,0.607178199,
496.7590361,,,0.605757068,
497.0481928,,,0.605046503,
497.3373494,,,0.607178199,
497.626506,,,0.607888765,
497.9156627,,,0.60469122,
498.2048193,,,0.607533482,
498.4939759,,,0.606112351,
498.7831325,,,0.606822917,
499.0722892,,,0.607178199,
499.3614458,,,0.60469122,
499.6506024,,,0.604335938,
499.939759,,,0.605046503,
500.2289157,,,0.606112351,
500.5180723,,,0.605046503,
500.8072289,,,0.605046503,
501.0963855,,,0.604335938,
501.3855422,,,0.607178199,
501.6746988,,,0.606112351,
501.9638554,,,0.60469122,
502.253012,,,0.606112351,
502.5421687,,,0.606467634,
502.8313253,,,0.607888765,
503.1204819,,,0.605046503,
503.4096386,,,0.606112351,
503.6987952,,,0.606112351,
503.9879518,,,0.606822917,
504.2771084,,,0.605046503,
504.5662651,,,0.606467634,
504.8554217,,,0.60469122,
505.1445783,,,0.60469122,
505.4337349,,,0.605046503,
505.7228916,,,0.606822917,
506.0120482,,,0.606467634,
506.3012048,,,0.606822917,
506.5903614,,,0.606112351,
506.8795181,,,0.606112351,
507.1686747,,,0.606112351,
507.4578313,,,0.606467634,
507.746988,,,0.606467634,
508.0361446,,,0.606467634,
508.3253012,,,0.605046503,
508.6144578,,,0.607178199,
508.9036145,,,0.606467634,
509.1927711,,,0.606467634,
509.4819277,,,0.604335938,
509.7710843,,,0.60469122,
510.060241,,,0.605046503,
510.3493976,,,0.607178199,
510.6385542,,,0.606822917,
510.9277108,,,0.606112351,
511.2168675,,,0.606467634,
511.5060241,,,0.60469122,
511.7951807,,,0.606112351,
512.0843373,,,0.606112351,
512.373494,,,0.60469122,
512.6626506,,,0.605046503,
512.9518072,,,0.606467634,
513.2409639,,,0.607178199,
513.5301205,,,0.606467634,
513.8192771,,,0.605046503,
514.1084337,,,0.608244048,
514.3975904,,,0.605757068,
514.686747,,,0.606112351,
514.9759036,,,0.60469122,
515.2650602,,,0.608244048,
515.5542169,,,0.607533482,
515.8433735,,,0.60469122,
516.1325301,,,0.606112351,
516.4216867,,,0.605046503,
516.7108434,,,0.607888765,
517,,,0.605046503,
517.2891566,,,0.605046503,
517.5783133,,,0.60469122,
517.8674699,,,0.605046503,
518.1566265,,,0.606112351,
518.4457831,,,0.606467634,
518.7349398,,,0.606467634,
519.0240964,,,0.605046503,
519.313253,,,0.607178199,
519.6024096,,,0.606112351,
519.8915663,,,0.605046503,
520.1807229,,,0.604335938,
520.4698795,,,0.605757068,
520.7590361,,,0.60469122,
521.0481928,,,0.605757068,
521.3373494,,,0.607178199,
521.626506,,,0.606112351,
521.9156627,,,0.606112351,
522.2048193,,,0.605401786,
522.4939759,,,0.605046503,
522.7831325,,,0.607178199,
523.0722892,,,0.606822917,
523.3614458,,,0.605046503,
523.6506024,,,0.607178199,
523.939759,,,0.606112351,
